MATERIAL_GROUP,REVISION_NO,MATERIAL_CODE,MATERIAL_DESC,IS_ACTIVE,SUPPLIER_NAME,PLANT_NAME,CITY,STATE,COUNTRY_NAME,TRADENAME,A_NAME,A_PLANT_NAME,A_CITY,A_STATE,A_COUNTRY_NAME,AGENT_BUILD_BREAK,EXP_CODE,APPROVAL_PROCESS_NAME,CONSOLIDATED_EX_CODE,PGM_ID,PGM_REASON,REQUESTED_BY,ASSIGNED_TO,SUP_STATUS,AGENT_STATUS,SOS_APPROVAL_REGION,APPROVAL_PLANTS,AGENT_APPROVAL_REGION,AGENT_APPROVAL_PLANTS,RESTRICTED_PLANTS
RAW MATERIAL,0,CODE7171,HDS silica w/ BET 200 and CTAB 220,N,SOLVAY,"COLLONGES-AU-MONT-DOR, FRANCE",COLLONGES-AU-MONT-DOR,Others,France,Zeosil Premium 200 MP,RHODIA BRASIL,S¿o Paulo,S¿o Paulo,Others,Brazil,,X0005660,NEW MATERIAL,X0005660,550.0,High Surface Area HDS Silica,Mike Bryant,Teresa Martter,Y,N,"AP, EMEA, LA, NA",,LA,,
RAW MATERIAL,0,CODE7171,HDS silica w/ BET 200 and CTAB 220,Y,SOLVAY,"COLLONGES-AU-MONT-DOR, FRANCE",COLLONGES-AU-MONT-DOR,Others,France,Zeosil Premium 200 MP,SOLVAY,"Paulinia, SP, Brazil",Paulinia,SP,Brazil,,X0005660,NEW MATERIAL,X0005660,550.0,High Surface Area HDS Silica,Mike Bryant,Teresa Martter,Y,Y,"AP, EMEA, LA, NA",,LA,,
RAW MATERIAL,3,DROFLIC,ANHYDROUS HYDROFLUORIC ACID,Y,HONEYWELL,"Geismar, LA, USA",Geismar,LA,USA,Hydrogen fluoride 100 percent,,,,,,,X0005828,NEW SOURCE,X0005828,584.0,Beaumont getting HF from Honeywell now.,Corey Yon,Kelley Gallagher,Y,,NA,,,,
REINFORCEMENT,0,S02T,1670 DECITEX HMLS POLYESTER,Y,HYOSUNG CORPORATION,"Dong Nai, Vietnam",Dong Nai,Others,Vietnam,HSP-40,,,,,,,Y00024,NEW SOURCE,,21.0,Cost Savings,Gary Platz,Michael Putinski,Y,,NA,,,,
RAW MATERIAL,5,MILNIC,DRY LIQUID CONC OF LIQUID HEXAMETHOXYMETHYLMELAMINE (HMMM) ON FREE FLOW SILICA A,Y,MELAMIN,"KOCEVJE, SLOVENIA",KOCEVJE,Others,Slovenia,Silomel 73M,,,,,,,,REVISIONS,MILNIC,23.0,New revision,Andreas Frantzen,Tom Hoopes,Y,,"AP, EMEA, LA, NA",Nippon Giant,,,Nippon Giant
RAW MATERIAL,5,MILNIC,DRY LIQUID CONC OF LIQUID HEXAMETHOXYMETHYLMELAMINE (HMMM) ON FREE FLOW SILICA A,N,Allnex,"Kalamazoo, MI, USA",Kalamazoo,MI,USA,CYREZ CRA100,CARST AND WALKER,SOUTH AFRICA,,Others,South Africa,,,REVISIONS,MILNIC,23.0,New revision,Andreas Frantzen,Tom Hoopes,N,N,"AP, EMEA, LA, NA",,"AP, EMEA, LA, NA",,
RAW MATERIAL,5,MILNIC,DRY LIQUID CONC OF LIQUID HEXAMETHOXYMETHYLMELAMINE (HMMM) ON FREE FLOW SILICA A,N,Allnex,"BOTLEK, NETHERLANDS",BOTLEK,Others,Netherlands,CYREZ CRA100,,,,,,,,REVISIONS,MILNIC,23.0,New revision,Andreas Frantzen,Tom Hoopes,N,,"AP, EMEA, LA, NA",,,,
RAW MATERIAL,0,VASTRITE,Combination of inorganic/synthetic fillers and surfactants,N,LANXESS,Mannheim,Mannheim,Others,Germany,Rhenodiv BO-501-2,,,,,,,X0004463,NEW MATERIAL,X0004463,39.0,Danville current Slurry,Bret Marts,Rebecca Dando,N,,NA,,,,
RAW MATERIAL,10,LEIBAX,CTP,N,Qingdao Tianshi Chemical Industry,"Qingdao, Shandong, China",Qingdao,Others,China,COKING PROTECTANT (CTP),,,,,,,X0005815,NEW SOURCE,X0005815,181.0,new facilty,Lothar Braun,Manuela Pompei,N,,"AP, EMEA, LA, NA",,,,
RAW MATERIAL,4,NIMBO,TSR 10 BLOCK NATURAL RUBBER (NON EUDR),N,Bumi Jaya KBQ,Bumi Jaya KBQ,Banjarmasin,Others,Indonesia,TSR 10,GOCPL,SINGAPORE,Singapore,Others,Singapore,,X0005877,NEW SOURCE,X0005877,302.0,Cost saving and alternative source,Lothar Braun,Mustafa Goksoy,N,N,"AP, EMEA, LA, NA",,"AP, EMEA, LA, NA",,
RAW MATERIAL,31,CODE228,NON-STAINING ASTM N550 CARBON BLACK WITH IODINE NUMBER OF 43 G/KG,Y,Suzhou Baohua Carbon Black,Suzhou - Jiangsu,Suzhou - Jiangsu,Others,China,N550,,,,,,,X0004414,NEW SOURCE,X0004414,585.0,New Source,Gary Platz,Mustafa Goksoy,Y,,Cooper Asia,,,,
REINFORCEMENT,0,S04Q,1670 DECITEX AA-HMLS POLYESTER,N,HYOSUNG CORPORATION,"Dong Nai, Vietnam",Dong Nai,Others,Vietnam,D793,,,,,,,Y00029,NEW SOURCE,,606.0,Cost Savings - Hysoung Vietnam Approval,Maureen DeSanzo,Michael Putinski,N,,NA,,,,
RAW MATERIAL,0,HERMINE,Epoxide Palm,N,PERFORMANCE ADDITIVES,SUBANG JAYA - SELANGOR,SUBANG JAYA - SELANGOR,Others,Malaysia,Ultra Flex EPO 33,BEHN MEYER CHEMICAL COMPANY,Hamburg,Hamburg,Others,Germany,,X0005884,NEW MATERIAL,X0005884,642.0,New farm tire compounds,Andreas Frantzen,Andreas Frantzen,N,N,"AP, EMEA, LA, NA",,"AP, EMEA, LA, NA",,
RAW MATERIAL,0,WBINRE08,Red waterbased low viscosity external striping ink,N,APV ENGINEERED COATINGS,Akron,Akron,OH,USA,TL-2697,Isogran,Pluederhausen - Baden-Wuerttemberg,Pluederhausen - Baden-Wuerttemberg,Others,Germany,,X0005892,NEW MATERIAL,X0005892,644.0,Water Based Red Low Viscosity Tread Striping Ink,Ronda Hinterlong,Ronda Hinterlong,Y,N,"AP, EMEA, LA, NA",,"AP, EMEA, LA, NA",,
RAW MATERIAL,0,WBINPI05,Pink waterbased low viscosity external striping ink,N,APV ENGINEERED COATINGS,Akron,Akron,OH,USA,TL-2785,Isogran,Pluederhausen - Baden-Wuerttemberg,Pluederhausen - Baden-Wuerttemberg,Others,Germany,,X0005891,NEW MATERIAL,X0005891,645.0,Water based pink low viscosity tread striping ink,Ronda Hinterlong,Ronda Hinterlong,N,N,"AP, EMEA, LA, NA",,"AP, EMEA, LA, NA",,
RAW MATERIAL,0,WBINGY03,Gray waterbased low viscosity external striping ink,N,APV ENGINEERED COATINGS,Akron,Akron,OH,USA,TL-8316,Isogran,Pluederhausen - Baden-Wuerttemberg,Pluederhausen - Baden-Wuerttemberg,Others,Germany,,X0005896,NEW MATERIAL,X0005896,646.0,Water based gray low viscosity tread striping ink,Ronda Hinterlong,Ronda Hinterlong,N,N,"AP, EMEA, LA, NA",,"AP, EMEA, LA, NA",,
RAW MATERIAL,0,WBINYE08,Yellow waterbased low viscosity external striping ink,N,APV ENGINEERED COATINGS,Akron,Akron,OH,USA,TL-4483,Isogran,Pluederhausen - Baden-Wuerttemberg,Pluederhausen - Baden-Wuerttemberg,Others,Germany,,X0005893,NEW MATERIAL,X0005893,647.0,Waterbased yellow low viscosity striping ink,Ronda Hinterlong,Ronda Hinterlong,N,N,"AP, EMEA, LA, NA",,"AP, EMEA, LA, NA",,
RAW MATERIAL,0,WBINBL08,Blue waterbased low viscosity external striping ink,N,APV ENGINEERED COATINGS,Akron,Akron,OH,USA,TL-6895,Isogran,Pluederhausen - Baden-Wuerttemberg,Pluederhausen - Baden-Wuerttemberg,Others,Germany,,X0005894,NEW MATERIAL,X0005894,648.0,Water based blue low viscosity tread striping ink,Ronda Hinterlong,Ronda Hinterlong,N,N,"AP, EMEA, LA, NA",,"AP, EMEA, LA, NA",,
RAW MATERIAL,0,WBINVI02,Violet waterbased low viscosity external striping ink,N,APV ENGINEERED COATINGS,Akron,Akron,OH,USA,TL-7427,Isogran,Pluederhausen - Baden-Wuerttemberg,Pluederhausen - Baden-Wuerttemberg,Others,Germany,,X0005895,NEW MATERIAL,X0005895,649.0,Water based violet low viscosity striping ink,Ronda Hinterlong,Ronda Hinterlong,N,N,"AP, EMEA, LA, NA",,"AP, EMEA, LA, NA",,
RAW MATERIAL,6,WIROTHIC,"REACTIVE, PELLETIZED, 100% PHENOL FORMALDEHYDE RESIN",N,Plastics Engineering Company,Sheboygan,Sheboygan,WI,USA,Resin 14370,,,,,,,X0005406,NEW SOURCE,X0005406,873.0,New Source, ,Teresa Martter,N,,"LA, NA",,,,
RAW MATERIAL,4,CODE450,ULTRAMARINE BLUE PIGMENT,Y,VENATOR,Comines,Comines,Others,France,ULTRAMARINE BLUE 51,BRENNTAG SPECIALTIES,South Plainfield,South Plainfield,NJ,USA,,X0005207,NEW SOURCE,X0005207,874.0,New Source,Tom Hoopes,Maureen DeSanzo,Y,Y,NA,,NA,,
RAW MATERIAL,0,ELLIPTIC,"SSBR, 21% Styrene, functionalized, Sn",Y,SYNTHOS,SCHKOPAU,SCHKOPAU,Others,Germany,SPRINTAN 4602,HB CHEMICAL,Twinsburg,Twinsburg,OH,USA,,X0005549,NEW MATERIAL,X0005549,1821.0,Tunnelic Replacement,Kelley Gallagher,Kelley Gallagher,Y,Y,"AP, EMEA, LA, NA",,NA,,
RAW MATERIAL,0,ELLIPTIC,"SSBR, 21% Styrene, functionalized, Sn",N,SYNTHOS,SCHKOPAU,SCHKOPAU,Others,Germany,SPRINTAN 4602,Channel Prime Alliance,Des Moines,Des Moines,IA,USA,,X0005549,NEW MATERIAL,X0005549,1821.0,Tunnelic Replacement,Kelley Gallagher,Kelley Gallagher,Y,N,"AP, EMEA, LA, NA",,NA,,
RAW MATERIAL,0,CHERINE-Z,LIGHT COLORED TALL OIL FATTY ACID (TOFA),N,ARIZONA CHEMICAL,Savannah,Savannah,GA,USA,SYLFAT FA1 Special,,,,,,,X0005240,NEW SOURCE,X0005240,2041.0,Better supply security., ,Rebecca Dando,N,,"AP, EMEA, LA, NA",,,,
RAW MATERIAL,4,NIMBO,TSR 10 BLOCK NATURAL RUBBER (NON EUDR),N,DARMA KALIMANTAN DJAYA,KBG,BANJARMASIN,Others,Indonesia,TSR 10,GOCPL,SINGAPORE,Singapore,Others,Singapore,,X0004902,NEW SOURCE,X0004902,2269.0,strategic,Gary Platz,Mustafa Goksoy,Y,N,"AP, EMEA, LA, NA",,"AP, EMEA, LA, NA",,
RAW MATERIAL,28,CODE405,"NON-STAINING, ASTM N220 CARBON BLACK WITH IODINE NUMBER OF 121 G/KG",N,LIAONING BIRLA CARBON COMPANY,Dashiquiao - Liaoning,Dashiquiao - Liaoning,Others,China,N220,,,,,,,X0004710,NEW SOURCE,X0004710,2345.0,strategic,Caolan Conway,Mustafa Goksoy,N,,"AP, EMEA, LA, NA",,,,
RAW MATERIAL,15,CODE779,ASTM N299 (GPT) CARBON BLACK WITH IODINE NUMBER OF 108 G/KG,Y,YAROSLAVL CARBON,"LSL - YAROSLAVL, RUSSIA",YAROSLAVL,Others,Russia,N299,MAKROCHEM S.A.,"EDN - LUBLIN, POLAND",LUBLIN,Others,Poland,,X0003955,NEW SOURCE,X0003955,2349.0,strategic,Caolan Conway,Laurent Pravata,Y,Y,"AP, EMEA, LA, NA",,EMEA,,
RAW MATERIAL,10,ADAMAX,MBTS,N,SANSHIN CHEMICAL,"YANAISHI, JAPAN",YANAISHI,Others,Japan,SANCELER DM-G,,,,,,,,REVISIONS,ADAMAX,869.0,"-  Replaces revision 9 finalized 06-14-06
-  Add oil clause
-  Add pellet hardness requirements to section 2.4
-  Add ¿Material must be used in production by 13 months from the date of manufacture¿ to section 2.10
1-3-2011 Suppliers have not responded. Removing prev revision and updating to 2010 format, removing Cu & Mn and physical form. Adding ash to B test to standardize with Adamax-O. Oil clause not needed for Adamax.
Adjust Age Limits to Mfg - 9mo Gdyr Plants - 12mo based on NA QTECH feedback.",Corey Yon,Renee Weber,N,,AP,A506 - Nippon Giant,,,Nippon Giant
RAW MATERIAL,10,ADAMAX,MBTS,N,ZHENGBANG,Zhenjiang,Zhenjiang,Others,China,MBTS RODS,PROCHIMIE INTERNATIONAL,Windsor,Windsor,CT,USA,,,REVISIONS,ADAMAX,869.0,"-  Replaces revision 9 finalized 06-14-06
-  Add oil clause
-  Add pellet hardness requirements to section 2.4
-  Add ¿Material must be used in production by 13 months from the date of manufacture¿ to section 2.10
1-3-2011 Suppliers have not responded. Removing prev revision and updating to 2010 format, removing Cu & Mn and physical form. Adding ash to B test to standardize with Adamax-O. Oil clause not needed for Adamax.
Adjust Age Limits to Mfg - 9mo Gdyr Plants - 12mo based on NA QTECH feedback.",Corey Yon,Renee Weber,N,N,"AP, EMEA, LA, NA",,"AP, EMEA, LA, NA",,
RAW MATERIAL,10,ADAMAX,MBTS,N,ZHENGBANG,Zhenjiang,Zhenjiang,Others,China,MBTS RODS,HUALIN,Nanjing - Jiangsu,Nanjing - Jiangsu,Others,China,,,REVISIONS,ADAMAX,869.0,"-  Replaces revision 9 finalized 06-14-06
-  Add oil clause
-  Add pellet hardness requirements to section 2.4
-  Add ¿Material must be used in production by 13 months from the date of manufacture¿ to section 2.10
1-3-2011 Suppliers have not responded. Removing prev revision and updating to 2010 format, removing Cu & Mn and physical form. Adding ash to B test to standardize with Adamax-O. Oil clause not needed for Adamax.
Adjust Age Limits to Mfg - 9mo Gdyr Plants - 12mo based on NA QTECH feedback.",Corey Yon,Renee Weber,N,N,"AP, EMEA, LA, NA",,"AP, LA",,
RAW MATERIAL,10,ADAMAX,MBTS,N,Shandong Sunsine Chemical,"Dingdang Rd., Shanxian, Heze, Shandong","Dingdang Rd., Shanxian, Heze, Shandong",Others,China,SXCHEM MBTS,,,,,,,,REVISIONS,ADAMAX,869.0,"-  Replaces revision 9 finalized 06-14-06
-  Add oil clause
-  Add pellet hardness requirements to section 2.4
-  Add ¿Material must be used in production by 13 months from the date of manufacture¿ to section 2.10
1-3-2011 Suppliers have not responded. Removing prev revision and updating to 2010 format, removing Cu & Mn and physical form. Adding ash to B test to standardize with Adamax-O. Oil clause not needed for Adamax.
Adjust Age Limits to Mfg - 9mo Gdyr Plants - 12mo based on NA QTECH feedback.",Corey Yon,Renee Weber,N,,"AP, EMEA, LA, NA",,,,
RAW MATERIAL,10,ADAMAX,MBTS,N,KEMAI CHEMICAL,JMQ,Tianjin,Others,China,ACCELERATOR DM (MBTS),KEMAI CHEMICAL,Distribution location,Memphis,TN,USA,,,REVISIONS,ADAMAX,869.0,"-  Replaces revision 9 finalized 06-14-06
-  Add oil clause
-  Add pellet hardness requirements to section 2.4
-  Add ¿Material must be used in production by 13 months from the date of manufacture¿ to section 2.10
1-3-2011 Suppliers have not responded. Removing prev revision and updating to 2010 format, removing Cu & Mn and physical form. Adding ash to B test to standardize with Adamax-O. Oil clause not needed for Adamax.
Adjust Age Limits to Mfg - 9mo Gdyr Plants - 12mo based on NA QTECH feedback.",Corey Yon,Renee Weber,N,N,"AP, EMEA, LA, NA",,NA,,
RAW MATERIAL,10,ADAMAX,MBTS,N,KEMAI CHEMICAL,JMQ,Tianjin,Others,China,ACCELERATOR DM (MBTS),SAWEX,WARSAW,WARSAW,Others,Poland,,,REVISIONS,ADAMAX,869.0,"-  Replaces revision 9 finalized 06-14-06
-  Add oil clause
-  Add pellet hardness requirements to section 2.4
-  Add ¿Material must be used in production by 13 months from the date of manufacture¿ to section 2.10
1-3-2011 Suppliers have not responded. Removing prev revision and updating to 2010 format, removing Cu & Mn and physical form. Adding ash to B test to standardize with Adamax-O. Oil clause not needed for Adamax.
Adjust Age Limits to Mfg - 9mo Gdyr Plants - 12mo based on NA QTECH feedback.",Corey Yon,Renee Weber,N,N,"AP, EMEA, LA, NA",,EMEA,,
RAW MATERIAL,10,ADAMAX,MBTS,N,KEMAI CHEMICAL,JMQ,Tianjin,Others,China,ACCELERATOR DM (MBTS),Brenntag Colombia S.A.,YUMBO-VALLE,YUMBO-VALLE,Others,Colombia,,,REVISIONS,ADAMAX,869.0,"-  Replaces revision 9 finalized 06-14-06
-  Add oil clause
-  Add pellet hardness requirements to section 2.4
-  Add ¿Material must be used in production by 13 months from the date of manufacture¿ to section 2.10
1-3-2011 Suppliers have not responded. Removing prev revision and updating to 2010 format, removing Cu & Mn and physical form. Adding ash to B test to standardize with Adamax-O. Oil clause not needed for Adamax.
Adjust Age Limits to Mfg - 9mo Gdyr Plants - 12mo based on NA QTECH feedback.",Corey Yon,Renee Weber,N,N,"AP, EMEA, LA, NA",,LA,,
RAW MATERIAL,10,BEROLIC,"NON-STAINING, UNREACTIVE, 100% PHENOL FORMALDEHYDE RESIN",N,SI GROUP,Shanghai,Shanghai,Others,China,SP1068,,,,,,,X0005984,NEW SOURCE,X0005984,1347.0,strategic, ,Andreas Frantzen,N,,"AP, EMEA, LA, NA",,,,
RAW MATERIAL,1,CHEFFIC,"ESBR, IISRP Type 1739, 37.5 phr TDAE",N,Versalis SPA,RAVENNA,RAVENNA,Others,Italy,Europrene SBR 1739,,,,,,,X0006002,NEW SOURCE,X0006002,1521.0,strategic,Andreas Frantzen,Andreas Frantzen,N,,"AP, EMEA, LA, NA",,,,
RAW MATERIAL,3,KERWAX-O,TBBS,N,Zibo Huamei Chemical,Zibo Huamei - Old,Zibo - Shandong Province,Others,China,TBBS,,,,,,,X0006638,NEW SOURCE,X0006638,2086.0,Replacement of non oil extended accelerators by oil extended,Bozena Klepacz,Manuela Pompei,N,,"AP, EMEA, LA, NA",,,,
RAW MATERIAL,6,CODE567,50 PARTS TETRASULFIDE ORGANO-SILANE & 50 PARTS HAF (N330) CARBON BLACK,Y,EVONIK,Evonik Degussa Lanxing,Lanxing,Others,China,X-50-S,ALFRED TALKE,"HURTH, GERMANY",HURTH,Others,Germany,,X0005711,NEW SOURCE,X0005711,2205.0,strategic,Caolan Conway,Claude Schweitzer,Y,Y,"AP, EMEA, LA, NA",,EMEA,,
RAW MATERIAL,8,CODE871,PRECIPITATED CONVENTIONAL SILICA WITH A SURFACE AREA OF 175 M^2/G,N,Quechen Silicon Chemical,"Wuxi, China",Wuxi,Others,China,Newsil 175 GR,,,,,,,X0004677,NEW SOURCE,X0004677,2206.0,strategic,Caolan Conway,Claude Schweitzer,N,,"AP, EMEA, LA, NA",,,,
RAW MATERIAL,0,JOSEFIC,BIFUNCTIONAL POLYSULFIDIC ORGANOSILANE (BIS(3-TRIETHOXYSILYLPROPYL) TETRASULFIDE,N,EVONIK,Qingdao,Qingdao,Others,China,SI-69,,,,,,,X0005718,NEW SOURCE,X0005718,2210.0,strategic,Caolan Conway,Claude Schweitzer,N,,"AP, EMEA, LA, NA",,,,
RAW MATERIAL,11,ZONFLAX,"N-(1,3 DIMETHYL BUTYL) -N'-PHENYL-P-PHENYLENEDIAMINE",Y,Sinopec Nanjing Chemical Industries,Geguan Rd,Nanjing,Others,China,6PPD,,,,,,,X0005637,NEW SOURCE,X0005637,2238.0,strategic,Caolan Conway,Claude Schweitzer,Y,,"AP, EMEA, LA, NA",,,,
RAW MATERIAL,13,SURFAX,REFINED PARAFFIN WAX 142.5 +/- 5.4 F,Y,PARAMELT,Netherlands,,Others,Netherlands,OKERIN 1950,,,,,,,X0005546,NEW SOURCE,X0005546,2241.0,strategic, ,Claude Schweitzer,Y,,"AP, EMEA, LA, NA",,,,
RAW MATERIAL,17,GOODINE,MICROCRYSTALLINE WAX,Y,PARAMELT,Netherlands,,Others,Netherlands,OKERIN 1887,,,,,,,X0006129,NEW SOURCE,X0006129,2243.0,strategic, ,Claude Schweitzer,Y,,"AP, EMEA, LA, NA",,,,
RAW MATERIAL,4,NIMBO,TSR 10 BLOCK NATURAL RUBBER (NON EUDR),N,ANEKA BUMI PRATAMA,SED,PALEMBANG,Others,Indonesia,TSR 10,GOCPL,SINGAPORE,Singapore,Others,Singapore,,X0004903,NEW SOURCE,X0004903,2262.0,Cost Saving Alternative source,Gary Platz,Mustafa Goksoy,Y,N,"AP, EMEA, LA, NA",,"AP, EMEA, LA, NA",,
RAW MATERIAL,4,NIMBO,TSR 10 BLOCK NATURAL RUBBER (NON EUDR),N,DAU TIENG,VIETNAM,,Others,Vietnam,TSR 10,GOCPL,SINGAPORE,Singapore,Others,Singapore,,X0005291,NEW SOURCE,X0005291,2264.0,strategic, ,Mustafa Goksoy,N,N,"AP, EMEA, LA, NA",,"AP, EMEA, LA, NA",,
RAW MATERIAL,22,CODE599,ASTM N347 CARBON BLACK WITH IODINE NUMBER OF 90 G/KG,N,LIAONING BIRLA CARBON COMPANY,Dashiquiao - Liaoning,Dashiquiao - Liaoning,Others,China,N347,,,,,,,X0003957,NEW SOURCE,X0003957,2302.0,annual,Caolan Conway,Mustafa Goksoy,N,,"AP, EMEA, LA, NA",,,,
RAW MATERIAL,28,CODE405,"NON-STAINING, ASTM N220 CARBON BLACK WITH IODINE NUMBER OF 121 G/KG",N,Orion Engineered Carbons,Paulinia - Sao Paulo,Paulinia - Sao Paulo,Others,Brazil,CORAX N 220,,,,,,,X0005033,NEW SOURCE,X0005033,807.0,Additional Source for Latin America,Mike Bryant,Teresa Martter,N,,"AP, EMEA, LA, NA",,,,
RAW MATERIAL,1,SKYWIC,"SULFUR DISPERSION, 80% SOLUBLE SULFUR IN EPDM/EVA DISPERSION",N,RHEIN CHEMIE,"Trenton, NJ, USA",Trenton,NJ,USA,RHENOGRAN S-80,,,,,,,,REVISIONS,SKYWIC,872.0,Update testing to ASTM,Tom Hoopes,Tom Hoopes,N,,"AP, EMEA, LA, NA",,,,
RAW MATERIAL,4,NIMBO,TSR 10 BLOCK NATURAL RUBBER (NON EUDR),Y,BUMI ASRI PASAMAN,KBK,BANJARMASIN,Others,Indonesia,TSR 10,,,,,,,X0004901,NEW SOURCE,X0004901,883.0,New Source,Gary Platz,Lothar Braun,Y,,"AP, EMEA, LA, NA",,,,
RAW MATERIAL,5,MILNIC,DRY LIQUID CONC OF LIQUID HEXAMETHOXYMETHYLMELAMINE (HMMM) ON FREE FLOW SILICA A,Y,Rajsha Chemicals,Tal Savli,Tal Savli,Others,India,Rubbond Hm 72,Corrie MacColl,Zaandam,Zaandam,Others,Netherlands,,X0005633,NEW SOURCE,X0005633,885.0,Cost saving,Andreas Frantzen,Andreas Frantzen,Y,Y,"AP, EMEA, LA, NA",Melksham,EMEA,,Melksham
RAW MATERIAL,5,MILNIC,DRY LIQUID CONC OF LIQUID HEXAMETHOXYMETHYLMELAMINE (HMMM) ON FREE FLOW SILICA A,Y,Rajsha Chemicals,Tal Savli,Tal Savli,Others,India,Rubbond Hm 72,Simko,Simko Europe B.V.,Amsterdam,Others,Netherlands,,X0005633,NEW SOURCE,X0005633,885.0,Cost saving,Andreas Frantzen,Andreas Frantzen,Y,Y,"AP, EMEA, LA, NA",Melksham,EMEA,,Melksham
RAW MATERIAL,5,MILNIC,DRY LIQUID CONC OF LIQUID HEXAMETHOXYMETHYLMELAMINE (HMMM) ON FREE FLOW SILICA A,N,Rajsha Chemicals,Tal Savli,Tal Savli,Others,India,Rubbond Hm 72,Precision Measurement International,"Westland, MI",Westland,MI,USA,,X0005633,NEW SOURCE,X0005633,885.0,Cost saving,Andreas Frantzen,Andreas Frantzen,Y,N,"AP, EMEA, LA, NA",Melksham,NA,,Melksham
RAW MATERIAL,1,PANELIC,"SSBR, 33% Styrene, 37.5 phr TRAE",Y,ASAHI KASEI,Kawasaki - KANAGAWA,Kawasaki - KANAGAWA,Others,Japan,TUFDENE 3830,,,,,,,,REVISIONS,PANELIC,1002.0,New revision,Andreas Frantzen,Andreas Frantzen,Y,,"AP, EMEA, LA, NA",,,,
RAW MATERIAL,0,WBCROR01,Orange Bead Marking Crayon,Y,APV ENGINEERED COATINGS,Akron,Akron,OH,USA,C-3150,Amster,Santiago,Santiago,Others,Chile,,X0005944,NEW MATERIAL,X0005944,1045.0,Orange Bead Marking Crayon to replace bead marking ink,Ronda Hinterlong,Ronda Hinterlong,Y,Y,"AP, EMEA, LA, NA",,LA,,
RAW MATERIAL,0,WBCROR01,Orange Bead Marking Crayon,N,APV ENGINEERED COATINGS,Akron,Akron,OH,USA,C-3150,Aleusa Brasil Comercio de M¿quinas,"Sao Paulo, SP, Brazil",Sao Paulo,SP,Brazil,,X0005944,NEW MATERIAL,X0005944,1045.0,Orange Bead Marking Crayon to replace bead marking ink,Ronda Hinterlong,Ronda Hinterlong,Y,N,"AP, EMEA, LA, NA",,LA,,
RAW MATERIAL,0,WBCROR01,Orange Bead Marking Crayon,Y,APV ENGINEERED COATINGS,Akron,Akron,OH,USA,C-3150,Isogran,Pluederhausen - Baden-Wuerttemberg,Pluederhausen - Baden-Wuerttemberg,Others,Germany,,X0005944,NEW MATERIAL,X0005944,1045.0,Orange Bead Marking Crayon to replace bead marking ink,Ronda Hinterlong,Ronda Hinterlong,Y,Y,"AP, EMEA, LA, NA",,EMEA,,
RAW MATERIAL,0,WBCRWH01,White Bead Marking Crayon,Y,APV ENGINEERED COATINGS,Akron,Akron,OH,USA,C-1120,Amster,Santiago,Santiago,Others,Chile,,X0004987,NEW MATERIAL,X0004987,1050.0,White bead marking crayon to replace bead marking ink,Ronda Hinterlong,Ronda Hinterlong,Y,Y,"AP, EMEA, LA, NA",,LA,,
RAW MATERIAL,0,WBCRWH01,White Bead Marking Crayon,Y,APV ENGINEERED COATINGS,Akron,Akron,OH,USA,C-1120,Aleusa Brasil Comercio de M¿quinas,"Sao Paulo, SP, Brazil",Sao Paulo,SP,Brazil,,X0004987,NEW MATERIAL,X0004987,1050.0,White bead marking crayon to replace bead marking ink,Ronda Hinterlong,Ronda Hinterlong,Y,Y,"AP, EMEA, LA, NA",,LA,,
RAW MATERIAL,0,WBCRWH01,White Bead Marking Crayon,N,APV ENGINEERED COATINGS,Akron,Akron,OH,USA,C-1120,PARABOR,"Sao Paulo, SP, Brazil",Sao Paulo,SP,Brazil,,X0004987,NEW MATERIAL,X0004987,1050.0,White bead marking crayon to replace bead marking ink,Ronda Hinterlong,Ronda Hinterlong,Y,N,"AP, EMEA, LA, NA",,LA,,
RAW MATERIAL,0,WBCRWH01,White Bead Marking Crayon,N,APV ENGINEERED COATINGS,Akron,Akron,OH,USA,C-1120,Velox Dis Tic Ltd,Kadikoy,Istambul,Others,Turkey,,X0004987,NEW MATERIAL,X0004987,1050.0,White bead marking crayon to replace bead marking ink,Ronda Hinterlong,Ronda Hinterlong,Y,N,"AP, EMEA, LA, NA",,"AP, EMEA, LA, NA",,
RAW MATERIAL,0,WBCRWH01,White Bead Marking Crayon,Y,APV ENGINEERED COATINGS,Akron,Akron,OH,USA,C-1120,Isogran,Pluederhausen - Baden-Wuerttemberg,Pluederhausen - Baden-Wuerttemberg,Others,Germany,,X0004987,NEW MATERIAL,X0004987,1050.0,White bead marking crayon to replace bead marking ink,Ronda Hinterlong,Ronda Hinterlong,Y,Y,"AP, EMEA, LA, NA",,EMEA,,
RAW MATERIAL,0,WBCRYE01,Yellow Bead Marking Crayon,Y,APV ENGINEERED COATINGS,Akron,Akron,OH,USA,C-4320,Amster,Santiago,Santiago,Others,Chile,,X0004989,NEW MATERIAL,X0004989,1051.0,Yellow Bead Marking Crayon for replacing bead marking ink,Ronda Hinterlong,Ronda Hinterlong,Y,Y,"AP, EMEA, LA, NA",,LA,,
