,AP_PGM_ID,PGM_ID,REGION_FOR_SOS_APPROVAL,PROH_PLANT_NAME
27360,23527,130208,EMEA,
27361,23528,130209,NA,
27362,23528,130209,EMEA,
27363,23529,130210,NA,
27364,23529,130210,EMEA,
27365,23540,130253,NA,
27366,23540,130253,LA,
27367,23540,130253,EMEA,
27368,23540,130253,AP,
27369,23621,130616,,
27370,23623,130618,NA,
27371,23663,130984,NA,
27372,23663,130984,LA,
27373,23663,130984,EMEA,Melksham
27374,23663,130984,AP,
27375,23767,132222,NA,
27376,23769,132224,NA,
27377,23770,132225,NA,
27378,23770,132225,LA,
27379,23771,132226,NA,
27380,20207,68309,,
27381,20210,68311,,
27382,20238,68603,NA,
27383,20238,68603,LA,
27384,20238,68603,EMEA,
27385,20238,68603,AP,
27386,20562,73869,,
27387,20922,79428,,
27388,20968,79991,NA,
27389,21016,81020,NA,
27390,21016,81020,LA,
27391,21016,81020,EMEA,
27392,21016,81020,AP,
27393,21181,82940,NA,
27394,21244,84347,NA,
27395,21244,84347,LA,
27396,21244,84347,EMEA,
27397,21244,84347,AP,
27398,21245,84348,NA,
27399,21245,84348,LA,
27400,21245,84348,EMEA,
27401,21245,84348,AP,
27402,21260,84759,NA,
27403,21261,84760,NA,
27404,21262,84761,NA,
27405,21263,84762,NA,
27406,21264,84763,NA,
27407,21264,84763,LA,
27408,21264,84763,EMEA,
27409,21264,84763,AP,
27410,21265,84764,NA,
27411,21266,84765,NA,
27412,21361,89249,NA,
27413,21361,89249,LA,
27414,21361,89249,EMEA,
27415,21361,89249,AP,
27416,21390,90802,,
27417,21393,90919,NA,
27418,21393,90919,LA,
27419,21393,90919,EMEA,Adapazari
27420,21393,90919,AP,
27423,21393,90919,EMEA,Izmit
27425,21394,90920,NA,
27426,21394,90920,LA,
27427,21394,90920,EMEA,Adapazari
27428,21394,90920,AP,
27431,21394,90920,EMEA,Izmit
27433,21410,91285,,
27434,21606,97047,,
27435,21612,97311,NA,
27436,21612,97311,LA,
27437,21612,97311,EMEA,Adapazari
27438,21612,97311,AP,
27441,21612,97311,EMEA,Izmit
27443,21637,98191,,
27444,21638,98192,NA,
27445,21638,98192,LA,
27446,21638,98192,EMEA,
27447,21638,98192,AP,
27448,21639,98193,NA,
27449,21639,98193,LA,
27450,21639,98193,EMEA,
27451,21639,98193,AP,
27452,21876,104440,NA,
27453,21876,104440,LA,
27454,21876,104440,EMEA,
27455,21914,104931,,
27456,23702,131459,,
27457,23704,131464,,
27458,23830,132945,,
27459,23848,133072,,
27460,20261,68808,NA,
27461,20261,68808,LA,
27462,20276,68997,NA,
27463,20310,69436,NA,
27464,20310,69436,LA,
27465,20310,69436,EMEA,
27466,20310,69436,AP,
27467,20424,71353,,
27468,20525,73156,,
27469,20526,73160,,
27470,20527,73161,,
27471,20528,73162,,
27472,21050,81485,,
27473,21142,82567,AP,
27474,21332,88176,,
27475,21402,91165,NA,
27476,21404,91167,NA,
27477,21405,91168,NA,
27478,21406,91169,NA,
27479,21406,91169,LA,
27480,21406,91169,EMEA,
27481,21406,91169,AP,
27482,21430,92798,,
27483,21440,92923,EMEA,
27484,21487,94293,NA,
27485,21488,94294,NA,
27486,21508,94684,NA,
27487,21511,94687,NA,
27488,21512,94688,NA,
27489,21513,94689,NA,
27490,21532,94952,,
27491,23381,128754,NA,
27492,23384,128759,NA,
27493,23384,128759,LA,
27494,23384,128759,EMEA,
27495,23384,128759,AP,
27496,23450,129615,,
27497,23460,129805,,
27498,23828,132944,NA,Medicine Hat
27499,23828,132944,LA,
27500,23828,132944,EMEA,
27501,23828,132944,AP,
27502,23828,132944,NA,Napanee
27506,23828,132944,NA,Valleyfield
27510,23828,132944,NA,
27512,23828,132944,EMEA,Adapazari
27516,23828,132944,EMEA,Izmit
27521,23828,132944,AP,Nippon Giant
27524,23828,132944,EMEA,Melksham
27528,23828,132944,EMEA,Krusevac
27530,23869,133361,,
27531,20096,66911,NA,
27532,20097,66912,NA,
27533,20098,66913,NA,
27534,20112,67035,EMEA,
27535,20160,67752,,
27536,20177,67967,,
27537,20224,68481,,
27538,20346,70076,,
27539,20353,70221,,
27540,20403,71059,NA,
27541,20488,72639,NA,
27542,20702,76301,AP,
27543,20706,76305,NA,
27544,20706,76305,LA,
27545,20706,76305,EMEA,
27546,20706,76305,AP,
27547,20866,78411,NA,
27548,20866,78411,LA,
27549,20866,78411,EMEA,
27550,20866,78411,AP,
27551,20890,79053,NA,
27552,20890,79053,LA,
27553,20970,79993,NA,
27554,20980,80105,,
27555,21145,82571,,
27556,21296,85098,NA,Napanee
27557,21296,85098,EMEA,
27558,21296,85098,NA,Valleyfield
27560,21296,85098,NA,Chem Niagara Falls
27562,21298,85203,,
27563,21463,93547,,
27564,21464,93549,NA,
27565,21464,93549,LA,
27566,21464,93549,EMEA,
27567,21464,93549,AP,
27568,21466,93551,NA,
27569,21466,93551,LA,
27570,21466,93551,EMEA,
27571,21466,93551,AP,
27572,21468,93552,,
27573,21776,102281,,
27574,21916,104933,NA,
27575,21917,104934,NA,
27576,21919,104936,NA,
27577,21920,104937,NA,
27578,21921,104938,NA,
27579,21974,106368,,
27580,21975,106369,,
27581,22018,107313,NA,
27582,22030,108379,,
27583,22031,108381,,
27584,23541,130254,NA,
27585,23541,130254,LA,
27586,23541,130254,EMEA,
27587,23541,130254,AP,
27588,23542,130255,NA,
27589,23542,130255,LA,
27590,23542,130255,EMEA,
27591,23542,130255,AP,
27592,23543,130256,NA,
27593,23543,130256,LA,
27594,23543,130256,EMEA,
27595,23543,130256,AP,
27596,23560,130310,,
27597,23578,130324,,
27598,23600,130420,,
27599,23601,130421,,
27600,23740,132019,,
27601,23772,132281,NA,
27602,23772,132281,LA,
27603,23772,132281,EMEA,Adapazari
27604,23772,132281,AP,
27607,23772,132281,EMEA,Izmit
27611,23772,132281,EMEA,Melksham
27613,23858,133289,,
27614,23876,133428,NA,
27615,23876,133428,LA,
27616,23876,133428,EMEA,
27617,23876,133428,AP,
27618,23877,133429,NA,
27619,23877,133429,LA,
27620,23877,133429,EMEA,
27621,23877,133429,AP,
27622,20402,71058,NA,
27623,20404,71060,NA,
27624,20405,71061,NA,
27625,20406,71062,NA,
27626,20484,72635,NA,
27627,20485,72636,NA,
27628,20486,72637,NA,
27629,20487,72638,NA,
27630,20633,75059,NA,
27631,20634,75060,NA,
27632,20635,75061,NA,
27633,20636,75062,NA,
27634,20637,75063,NA,
27635,20929,79436,NA,
27636,20929,79436,LA,
27637,20929,79436,EMEA,
27638,20929,79436,AP,
27639,20931,79438,NA,
27640,20931,79438,LA,
27641,20931,79438,EMEA,
27642,20931,79438,AP,
27643,20932,79439,NA,
27644,20932,79439,LA,
27645,20932,79439,EMEA,
27646,20932,79439,AP,
27647,20982,80203,NA,
27648,20998,80485,NA,
27649,20998,80485,LA,
27650,20998,80485,EMEA,
27651,20998,80485,AP,
27652,20999,80486,NA,
27653,20999,80486,LA,
27654,20999,80486,EMEA,
27655,20999,80486,AP,
27656,21000,80487,NA,
27657,21000,80487,LA,
27658,21000,80487,EMEA,
27659,21000,80487,AP,
27660,21001,80488,NA,
27661,21001,80488,LA,
27662,21001,80488,EMEA,
27663,21001,80488,AP,
27664,21348,89011,NA,
27665,21348,89011,LA,
27666,21348,89011,EMEA,
27667,21348,89011,AP,
27668,21349,89012,NA,
27669,21349,89012,LA,
27670,21349,89012,EMEA,
27671,21349,89012,AP,
27672,21459,93427,,
27673,21615,97446,NA,
27674,21618,97449,NA,
27675,21619,97450,NA,
27676,21620,97451,NA,
27677,21622,97453,NA,
27678,21870,104214,LA,
27679,21870,104214,AP,
27680,21878,104536,NA,
27681,21879,104537,NA,
27682,21923,105029,NA,Napanee
27683,21923,105029,LA,
27684,21923,105029,NA,Valleyfield
27686,21923,105029,NA,Chem Niagara Falls
27688,21926,105032,NA,
27689,21926,105032,LA,
27690,21926,105032,EMEA,
27691,21926,105032,AP,
27692,21928,105033,NA,
27693,21932,105130,NA,
27694,21932,105130,LA,
27695,21932,105130,EMEA,
27696,21932,105130,AP,Nippon Giant
27697,21933,105131,NA,
27698,21933,105131,LA,
27699,21933,105131,EMEA,
27700,21933,105131,AP,Nippon Giant
27701,21935,105219,,
27702,21936,105311,,
27703,23444,129510,NA,
27704,23831,132947,NA,
27705,23831,132947,LA,
27706,23831,132947,AP,
27707,23872,133424,LA,
27708,20329,69524,NA,
27709,20329,69524,LA,
27710,20329,69524,EMEA,
27711,20329,69524,AP,
27712,20396,70855,NA,
27713,20398,70919,NA,
27714,20398,70919,LA,
27715,20398,70919,EMEA,
27716,20398,70919,AP,
27717,20854,78273,NA,
27718,20854,78273,LA,
27719,20854,78273,EMEA,
27720,20854,78273,AP,
27721,20855,78274,NA,
27722,20855,78274,LA,
27723,20855,78274,EMEA,Adapazari
27724,20855,78274,AP,
27727,20855,78274,EMEA,Izmit
27731,20855,78274,EMEA,
27732,20855,78274,AP,Thailand
27736,20855,78274,AP,Nippon Giant
27737,20856,78275,NA,
27738,20856,78275,LA,
27739,20856,78275,EMEA,
27740,20856,78275,AP,Nippon Giant
27741,20978,80052,,
27742,21305,85605,,
27743,21458,93426,,
27744,21678,99788,NA,
27745,21679,99789,NA,
27746,21690,100615,NA,
27747,21691,100616,NA,
27748,21692,100617,NA,
27749,21761,102093,NA,
27750,21761,102093,LA,
27751,21761,102093,EMEA,
27752,21761,102093,AP,
27753,21764,102183,NA,
27754,21765,102184,NA,
27755,21765,102184,LA,
27756,21765,102184,EMEA,
27757,21765,102184,AP,
27758,21766,102185,,
27759,21864,104032,,
27760,21866,104034,,
27761,22032,108383,,
27762,22093,109699,NA,
27763,22150,110686,,
27764,22152,110693,,
27765,23520,130167,,
27766,23522,130203,NA,
27767,23522,130203,EMEA,
27768,23523,130204,NA,
27769,23523,130204,EMEA,
27770,23588,130334,NA,
27771,23716,131662,,
27772,23777,132359,,
27773,23805,132822,NA,
27774,20195,68138,NA,
27775,20496,72951,NA,
27776,20498,72953,NA,
27777,20499,72954,NA,
27778,20501,72956,NA,
27779,20502,72957,NA,
27780,20503,72958,NA,
27781,20504,72959,NA,
27782,20505,72960,NA,
27783,20597,74315,AP,Malaysia
27784,20597,74315,AP,Nippon Giant
27785,20597,74315,AP,Pulandian
27786,20606,74324,NA,
27787,20640,75128,,
27788,20734,76762,,
27789,20828,78191,NA,
27790,20832,78195,NA,
27791,21058,81720,NA,
27792,21058,81720,LA,
27793,21058,81720,EMEA,
27794,21058,81720,AP,
27795,21498,94673,,
27796,21499,94674,,
27797,21500,94675,,
27798,21501,94676,,
27799,21502,94677,,
27800,21503,94678,,
27801,21504,94680,,
27802,21506,94681,NA,
27803,21506,94681,LA,
27804,21506,94681,EMEA,Adapazari
27805,21506,94681,AP,
27808,21506,94681,EMEA,Izmit
27810,21507,94682,NA,
27811,21507,94682,LA,
27812,21507,94682,EMEA,Adapazari
27813,21507,94682,AP,
27816,21507,94682,EMEA,Izmit
27818,23420,129304,NA,
27819,23504,130063,,
27820,23505,130064,,
27821,23506,130065,,
27822,23507,130066,,
27823,23618,130610,NA,
27824,23618,130610,LA,
27825,23618,130610,EMEA,
27826,23618,130610,AP,
27827,23662,130983,NA,
27828,23662,130983,LA,
27829,23662,130983,EMEA,
27830,23662,130983,AP,
27831,23784,132487,,
27832,22482,115649,,
27833,22483,115650,,
27834,22504,116127,,
27835,22506,116129,,
27836,22528,116396,NA,
27837,22530,116398,NA,
27838,22532,116400,NA,
27839,22534,116402,NA,
27840,22535,116403,NA,
27841,22537,116405,NA,
27842,22538,116406,NA,
27843,22540,116408,NA,
27844,22541,116410,NA,
27845,22554,116725,NA,
27846,22554,116725,LA,
27847,22554,116725,EMEA,
27848,22554,116725,AP,
27849,22556,116802,NA,
27850,22556,116802,LA,
27851,22556,116802,AP,
27852,22559,116805,,
27853,22560,116806,NA,
27854,22560,116806,LA,
27855,22560,116806,EMEA,
27856,22560,116806,AP,
27857,22561,116807,,
27858,22564,116810,,
27859,22580,117240,,
27860,22594,117470,,
27861,22615,117685,,
27862,22618,117751,EMEA,
27863,22656,118237,NA,
27864,22660,118299,,
27865,22666,118432,,
27866,22672,118489,,
27867,20418,71143,NA,
27868,20439,71582,NA,
27869,21111,82069,NA,
27870,21184,82943,NA,
27871,21185,82948,NA,
27872,21268,84767,NA,
27873,21268,84767,EMEA,
27874,21552,95344,NA,
27875,21552,95344,LA,
27876,21552,95344,EMEA,
27877,21552,95344,AP,
27878,21634,97889,NA,
27879,21782,102375,,
27880,21830,103325,,
27881,21891,104823,NA,
27882,21891,104823,EMEA,
27883,21892,104824,NA,
27884,21892,104824,EMEA,
27885,21893,104825,NA,
27886,21893,104825,EMEA,
27887,21894,104826,NA,
27888,21894,104826,EMEA,
27889,21895,104827,NA,
27890,21895,104827,EMEA,
27891,21896,104828,NA,
27892,21896,104828,EMEA,
27893,21897,104829,NA,
27894,21897,104829,EMEA,
27895,21994,106930,NA,
27896,21994,106930,LA,
27897,21994,106930,EMEA,
27898,21994,106930,AP,
27899,22050,108934,,
27900,22216,111575,NA,
27901,22216,111575,LA,
27902,22216,111575,EMEA,
27903,22216,111575,AP,
27904,22418,114827,NA,
27905,22418,114827,LA,
27906,22418,114827,EMEA,
27907,22418,114827,AP,
27908,22420,114829,,
27909,22421,114832,,
27910,22422,114833,,
27911,22600,117536,EMEA,
27912,22601,117537,EMEA,
27913,22602,117542,NA,
27914,22602,117542,LA,
27915,22602,117542,EMEA,
27916,22602,117542,AP,
27917,22750,119539,NA,
27918,22750,119539,LA,
27919,22750,119539,EMEA,
27920,22750,119539,AP,
27921,22442,114944,,
27922,22443,114945,,
27923,22445,114947,NA,
27924,22463,115302,NA,
27925,22463,115302,LA,
27926,22463,115302,EMEA,
27927,22463,115302,AP,
27928,22464,115303,NA,
27929,22464,115303,LA,
27930,22464,115303,EMEA,
27931,22464,115303,AP,
27932,22487,115740,NA,
27933,22488,115741,NA,
27934,22489,115742,NA,
27935,22496,115937,NA,
27936,22496,115937,LA,
27937,22496,115937,EMEA,
27938,22496,115937,AP,Nippon Giant
27939,22500,116117,NA,
27940,22500,116117,LA,
27941,22501,116118,NA,
27942,22501,116118,LA,
27943,22505,116128,,
27944,22566,116885,AP,
27945,22567,116886,AP,
27946,22568,116887,AP,
27947,22572,117036,,
27948,22574,117235,,
27949,22576,117236,,
27950,22577,117237,,
27951,22578,117238,,
27952,22579,117239,,
27953,22586,117320,EMEA,
27954,22590,117327,NA,
27955,20180,67976,NA,Chile
27956,20180,67976,NA,San Luis Potosi
27957,20344,69989,NA,
27958,20344,69989,LA,
27959,20344,69989,EMEA,
27960,20344,69989,AP,
27961,20392,70789,NA,
27962,20392,70789,LA,
27963,20392,70789,EMEA,
27964,20392,70789,AP,
27965,20394,70790,NA,
27966,20394,70790,LA,
27967,20394,70790,EMEA,
27968,20394,70790,AP,
27969,20420,71215,NA,
27970,20420,71215,LA,
27971,20420,71215,EMEA,
27972,20420,71215,AP,
27973,20664,75686,,
27974,20666,75687,NA,
27975,20666,75687,LA,
27976,20666,75687,EMEA,
27977,20666,75687,AP,
27978,20667,75688,NA,
27979,20667,75688,LA,
27980,20667,75688,EMEA,
27981,20667,75688,AP,
27982,21203,83382,NA,
27983,21203,83382,LA,
27984,21203,83382,EMEA,
27985,21203,83382,AP,
27986,21322,86117,NA,
27987,21323,86118,,
27988,21546,95215,NA,
27989,21546,95215,LA,
27990,21546,95215,EMEA,
27991,21546,95215,AP,
27992,21547,95216,NA,
27993,21547,95216,LA,
27994,21547,95216,EMEA,
27995,21547,95216,AP,
27996,21549,95221,,
27997,21590,96375,NA,
27998,21590,96375,LA,
27999,21590,96375,EMEA,
28000,21590,96375,AP,
28001,21593,96505,,
28002,22011,107122,,
28003,22092,109698,NA,
28004,22406,114647,NA,
28005,22408,114649,NA,
28006,22409,114650,NA,
28007,22410,114651,NA,
28008,22411,114652,NA,
28009,22412,114653,,
28010,22416,114824,,
28011,22684,118666,NA,
28012,22684,118666,LA,
28013,22684,118666,AP,
28014,22696,118981,,
28015,22697,118982,,
28016,22738,119429,,
28017,22756,119745,,
28018,22761,119809,NA,
28019,22761,119809,LA,
28020,22761,119809,EMEA,
28021,22761,119809,AP,
28022,22762,119813,,
28023,22786,120139,,
28024,22796,120378,NA,
28025,22810,120914,NA,
28026,22830,121328,NA,
28027,22832,121330,NA,
28028,22836,121394,NA,Medicine Hat
28029,22836,121394,LA,
28030,22836,121394,EMEA,
28031,22836,121394,AP,
28032,22836,121394,NA,Napanee
28036,22836,121394,NA,Valleyfield
28040,22836,121394,NA,
28042,22836,121394,EMEA,Debica
28046,22836,121394,EMEA,Philippsburg
28050,22836,121394,EMEA,Luxembourg
28054,22836,121394,EMEA,Sava
28058,22836,121394,EMEA,Fulda
28063,22836,121394,AP,Nippon Giant
28066,22836,121394,EMEA,Montlucon
28070,22836,121394,EMEA,Hanau
28074,22836,121394,EMEA,Wittlich
28078,22836,121394,EMEA,Fuerstenwalde
28082,22836,121394,EMEA,Riesa
28086,22836,121394,EMEA,ICM*L
28088,22837,121395,NA,Medicine Hat
28089,22837,121395,LA,
28090,22837,121395,EMEA,
28091,22837,121395,AP,
28092,22837,121395,NA,Napanee
28096,22837,121395,NA,Valleyfield
28100,22838,121396,NA,
28101,22838,121396,LA,
28102,22838,121396,EMEA,
28103,22838,121396,AP,
28104,22846,121786,,
28105,22848,121791,,
28106,22850,121793,,
28107,22852,121795,,
28108,22857,121935,NA,
28109,22857,121935,LA,
28110,22857,121935,EMEA,
28111,22857,121935,AP,
28112,22859,121937,NA,
28113,22859,121937,LA,
28114,22859,121937,EMEA,
28115,22859,121937,AP,
28116,22868,122020,NA,
28117,22868,122020,LA,
28118,22868,122020,EMEA,
28119,22868,122020,AP,
28120,22880,122175,NA,
28121,22900,122414,,
28122,22904,122421,,
28123,22905,122422,,
28124,22908,122493,NA,
28125,22912,122572,NA,
28126,20132,67164,NA,
28127,20132,67164,LA,
28128,20132,67164,EMEA,
28129,20132,67164,AP,
28130,20544,73401,,
28131,20798,77977,EMEA,
28132,20909,79295,NA,
28133,20913,79300,,
28134,21018,81066,EMEA,
28135,21022,81070,NA,
28136,21022,81070,LA,
28137,21022,81070,EMEA,
28138,21022,81070,AP,
28139,21024,81072,NA,
28140,21024,81072,LA,
28141,21024,81072,EMEA,
28142,21024,81072,AP,
28143,21030,81078,NA,
28144,21030,81078,LA,
28145,21030,81078,EMEA,
28146,21030,81078,AP,
28147,21082,81856,NA,
28148,21333,88177,,
28149,21334,88178,,
28150,21518,94814,NA,
28151,21518,94814,LA,
28152,21518,94814,EMEA,
28153,21518,94814,AP,
28154,21748,101802,,
28155,21773,102276,NA,
28156,21868,104112,NA,
28157,22184,111214,NA,
28158,22185,111215,,
28159,22186,111216,,
28160,22322,113015,,
28161,22628,117832,,
28162,22632,117894,,
28163,22655,118235,NA,
28164,22915,122577,,
28165,22916,122578,,
28166,22972,123352,,
28167,23269,127808,NA,Danville
28168,23269,127808,EMEA,
28169,23269,127808,NA,Topeka
28171,23269,127808,NA,Fayetteville
28173,23269,127808,NA,Lawton
28175,23269,127808,NA,Medicine Hat
28177,23269,127808,NA,Napanee
28179,23269,127808,NA,Valleyfield
28181,23269,127808,NA,Social Circle
28183,23269,127808,NA,ICM*A
28185,23269,127808,NA,
28186,23269,127808,EMEA,Debica
28188,23269,127808,EMEA,Philippsburg
28190,23269,127808,EMEA,Luxembourg
28192,23269,127808,EMEA,Adapazari
28194,23269,127808,EMEA,Sava
28196,23269,127808,EMEA,Izmit
28198,23269,127808,EMEA,Fulda
28200,23269,127808,EMEA,South Africa
28201,23269,127808,NA,Chile
28204,23269,127808,EMEA,Amiens South
28206,23269,127808,EMEA,Montlucon
28208,23269,127808,EMEA,Hanau
28210,23269,127808,EMEA,Wittlich
28212,23269,127808,EMEA,Fuerstenwalde
28214,23269,127808,EMEA,Riesa
28215,23269,127808,NA,Chem Bayport
28217,23269,127808,NA,Chem Beaumont
28219,23269,127808,NA,Chem Houston
28221,23269,127808,NA,Chem Niagara Falls
28223,23269,127808,NA,NA-LA-AP Except AIRCRAFT
28226,23269,127808,EMEA,Polymer-Technik Elbe GmbH
28228,23269,127808,EMEA,ICM*L
28230,23269,127808,EMEA,RCCE
28231,23269,127808,NA,San Luis Potosi
28234,23269,127808,EMEA,Conbelts Bytom-SAEU
28236,23269,127808,EMEA,DRC Kauucuk
28238,23269,127808,EMEA,Empresa Industrial de Borracha SA-EIB
28240,23269,127808,EMEA,FTT Stomil Wolbrom SA
28242,23269,127808,EMEA,Geyer and Hosaja-Zak-ADY Gumowe w Mielcu-Sp. Zo.o
28244,23269,127808,EMEA,Hexpol - Berwin
28246,23269,127808,EMEA,Kabat Tyre
28248,23269,127808,EMEA,Kolsan
28250,23269,127808,EMEA,Kraiburg Austria GmbH and Co. KG
28252,23269,127808,EMEA,Marangoni S.p.A Rovereto
28254,23269,127808,EMEA,Marangoni S.p.A Hamburg
28256,23269,127808,EMEA,Matrax s.r.o.
28258,23269,127808,EMEA,Multiblend
28260,23269,127808,EMEA,Omya Uk Limited-Masterbatches
28262,23269,127808,EMEA,Ozka Lastik ve Kaucuk Inc.
28264,23269,127808,EMEA,Peintures Robin S.A-Paints /Cements
28266,23269,127808,EMEA,Phoenix Compound Technology Hamburg
28268,23269,127808,EMEA,Phoenix Compound Technology Waltershausen
28270,23269,127808,EMEA,ProPS s.r.o.
28272,23269,127808,EMEA,S and N Rubber¿
28274,23269,127808,EMEA,Socamont-S.A.
28276,23269,127808,EMEA,Stomil Poznan
28278,23269,127808,EMEA,Tecnogum
28280,23269,127808,EMEA,Vil Kaucuk San.ve Tic. Ltd Sti
28282,23269,127808,EMEA,Zaklady Chemiczne BOCHEM Sp. z o.o
28283,23269,127808,NA,Kingman
28285,23269,127808,NA,Stockbridge
28287,23269,127808,NA,Clarksdale
28289,23269,127808,NA,Findlay
28291,23269,127808,NA,Texarkana
28293,23269,127808,NA,Tupelo
28295,23269,127808,NA,Tall Timbers
28298,23269,127808,EMEA,Melksham
28300,23269,127808,EMEA,Krusevac
28301,23440,129461,EMEA,
28302,23442,129463,EMEA,
28303,23619,130611,NA,
28304,23619,130611,LA,
28305,23619,130611,EMEA,
28306,23619,130611,AP,
28307,22596,117533,NA,
28308,22604,117544,,
28309,22606,117605,,
28310,22611,117610,NA,
28311,22611,117610,LA,
28312,22611,117610,EMEA,
28313,22611,117610,AP,
28314,22614,117684,,
28315,22625,117827,NA,
28316,22630,117892,,
28317,22631,117893,,
28318,22638,118039,,
28319,22640,118044,,
28320,22642,118167,,
28321,22674,118490,,
28322,22682,118604,,
28323,22686,118667,,
28324,22694,118862,,
28325,22702,118987,NA,
28326,22702,118987,LA,
28327,22702,118987,EMEA,
28328,22702,118987,AP,
28329,22736,119427,NA,
28330,22742,119534,,
28331,22801,120558,NA,
28332,22801,120558,LA,Americana
28333,22801,120558,EMEA,
28334,22801,120558,AP,
28335,22804,120747,,
28336,20266,68923,EMEA,
28337,20460,72002,,
28338,20538,73339,,
28339,20618,74562,NA,
28340,20618,74562,LA,
28341,20618,74562,AP,
28342,20641,75129,,
28343,20642,75130,,
28344,20643,75131,,
28345,20645,75135,,
28346,20808,78041,,
28347,20972,80047,NA,
28348,20972,80047,LA,
28349,20972,80047,EMEA,Adapazari
28350,20972,80047,AP,
28353,20972,80047,EMEA,Izmit
28355,20973,80048,NA,
28356,20973,80048,LA,
28357,20973,80048,EMEA,
28358,20973,80048,AP,
28359,21130,82410,NA,
28360,21130,82410,LA,
28361,21130,82410,EMEA,Adapazari
28362,21130,82410,AP,
28365,21130,82410,EMEA,Izmit
28367,21603,96910,,
28368,21790,102570,NA,
28369,21833,103413,,
28370,21838,103589,NA,
28371,21890,104822,NA,
28372,21890,104822,EMEA,
28373,22774,120072,,
28374,22775,120073,,
28375,22776,120074,,
28376,22780,120078,,
28377,22913,122574,,
28378,22942,122860,,
28379,22958,123111,,
28380,22964,123186,NA,
28381,22964,123186,LA,
28382,22964,123186,EMEA,Adapazari
28383,22964,123186,AP,
28386,22964,123186,EMEA,Izmit
28388,23036,124329,NA,
28389,23036,124329,AP,
28390,23038,124466,NA,
28391,23038,124466,AP,
28392,23073,124828,NA,
28393,23078,125048,,
28394,23082,125127,NA,
28395,23082,125127,LA,
28396,23082,125127,EMEA,
28397,23082,125127,AP,
28398,23084,125186,,
28399,23085,125187,,
28400,23086,125188,,
28401,23097,125257,,
28402,23120,125463,,
28403,23156,126034,,
28404,23194,126383,,
28405,23195,126384,,
28406,23196,126385,,
28407,23226,126532,NA,
28408,23252,126969,,
28409,23253,126972,,
28410,23257,126976,NA,
28411,23259,126978,NA,
28412,20174,67935,NA,
28413,20174,67935,LA,
28414,20174,67935,EMEA,Adapazari
28415,20174,67935,AP,
28418,20174,67935,EMEA,Izmit
28420,20212,68350,AP,
28421,20240,68611,NA,
28422,20240,68611,LA,
28423,20240,68611,EMEA,
28424,20240,68611,AP,
28425,20315,69513,NA,
28426,20315,69513,LA,
28427,20315,69513,EMEA,
28428,20315,69513,AP,
28429,20318,69516,NA,
28430,20318,69516,LA,
28431,20318,69516,EMEA,
28432,20318,69516,AP,
28433,20320,69517,NA,
28434,20320,69517,LA,
28435,20320,69517,EMEA,
28436,20320,69517,AP,
28437,20321,69518,NA,
28438,20321,69518,LA,
28439,20321,69518,EMEA,
28440,20321,69518,AP,
28441,20322,69519,NA,
28442,20322,69519,LA,
28443,20322,69519,EMEA,
28444,20322,69519,AP,
28445,20324,69520,NA,
28446,20324,69520,LA,
28447,20324,69520,EMEA,
28448,20324,69520,AP,
28449,20416,71141,NA,
28450,20417,71142,NA,
28451,20462,72004,NA,
28452,20462,72004,LA,
28453,20462,72004,EMEA,
28454,20462,72004,AP,
28455,20736,76867,NA,
28456,20778,77534,NA,
28457,20780,77536,NA,
28458,20782,77538,NA,
28459,20783,77539,NA,
28460,20783,77539,LA,
28461,20783,77539,EMEA,
28462,20783,77539,AP,Nippon Giant
28463,21046,81426,NA,
28464,21046,81426,LA,
28465,21046,81426,EMEA,
28466,21046,81426,AP,
28467,21342,88361,NA,Danville
28468,21343,88362,NA,Topeka
28469,21480,94035,,
28470,21528,94826,,
28471,21534,94955,NA,
28472,21534,94955,LA,
28473,21534,94955,EMEA,
28474,21534,94955,AP,
28475,21592,96504,NA,
28476,21592,96504,LA,
28477,21592,96504,EMEA,
28478,21592,96504,AP,
28479,21676,99786,NA,
28480,21677,99787,NA,
28481,21874,104431,NA,
28482,21874,104431,LA,
28483,21874,104431,EMEA,
28484,21874,104431,AP,
28485,21980,106554,NA,
28486,21980,106554,LA,
28487,21980,106554,AP,
28488,21984,106557,NA,
28489,21985,106558,NA,
28490,21986,106559,NA,
28491,21986,106559,LA,
28492,21996,106935,NA,
28493,22082,109507,,
28494,22820,121190,,
28495,22821,121191,NA,
28496,22821,121191,LA,
28497,22821,121191,EMEA,
28498,22821,121191,AP,
28499,22844,121655,NA,
28500,22888,122183,,
28501,22898,122413,NA,
28502,22898,122413,LA,
28503,22898,122413,EMEA,
28504,22898,122413,AP,
28505,22926,122684,NA,
28506,22935,122693,,
28507,22936,122766,,
28508,22940,122857,,
28509,22944,122933,NA,
28510,22944,122933,LA,
28511,22944,122933,EMEA,Adapazari
28512,22944,122933,AP,
28515,22944,122933,EMEA,Izmit
28519,22944,122933,EMEA,
28520,22944,122933,AP,Thailand
28524,22944,122933,AP,Nippon Giant
28528,22944,122933,AP,Indonesia
28529,22966,123187,,
28530,22970,123272,NA,
28531,22970,123272,EMEA,
28532,22985,123831,NA,
28533,22985,123831,LA,
28534,22985,123831,AP,
28535,22986,123905,NA,Medicine Hat
28536,22986,123905,LA,
28537,22986,123905,EMEA,
28538,22986,123905,AP,
